"","Suburb","Postcode","LGA"
"1253","Ferntree Gully","3156","Knox City"
"1254","Ferntree Gully","3156","Knox City"
"1255","Ferntree Gully","3156","Knox City"
"1256","Ferntree Gully","3156","Knox City"
"1257","Ferntree Gully","3156","Knox City"
"1258","Ferny Creek","3786","Yarra Ranges Shire"
"1259","Fieldstone","3024","Melton City"
"1260","Fiery Flat","3518","Loddon Shire"
"1261","Fingal","3939","Mornington Peninsula Shire"
"1262","Fish Creek","3959","South Gippsland Shire"
"1263","Fish Creek","3959","South Gippsland Shire"
"1264","Fish Creek","3959","South Gippsland Shire"
"1265","Fish Point","3585","Swan Hill Rural City"
"1266","Fiskville","3342","Moorabool Shire"
"1267","Fitzroy","3065","Yarra City"
"1268","Fitzroy","3065","Yarra City"
"1269","Fitzroy North","3068","Moreland City"
"1270","Fitzroy North","3068","Yarra City"
"1271","Fitzroy North","3068","Yarra City"
"1272","Fitzroy North","3068","Yarra City"
"1273","Flaggy Creek","3875","East Gippsland Shire"
"1274","Flagstaff","3465","Central Goldfields Shire"
"1275","Flagstaff","3465","Central Goldfields Shire"
"1276","Flamingo Beach","3851","Wellington Shire"
"1277","Flemington","3031","Melbourne City"
"1278","Flemington","3031","Moonee Valley City"
"1279","Flinders","3929","Mornington Peninsula Shire"
"1280","Flora Hill","3550","Greater Bendigo City"
"1281","Flowerdale","3717","Murrindindi Shire"
"1282","Flowerdale","3717","Murrindindi Shire"
"1283","Flynn","3844","Latrobe City"
"1284","Flynn","3844","Wellington Shire"
"1285","Flynns Creek","3844","Latrobe City"
"1286","Flynns Creek","3844","Wellington Shire"
"1287","Footscray","3011","Maribyrnong City"
"1288","Footscray","3011","Maribyrnong City"
"1289","Footscray","3011","Maribyrnong City"
"1290","Forbes","3764","Mitchell Shire"
"1291","Forest Hill","3131","Whitehorse City"
"1292","Forest Hill","3131","Whitehorse City"
"1293","Forge Creek","3875","East Gippsland Shire"
"1294","Forrest","3236","Colac Otway Shire"
"1295","Foster","3960","South Gippsland Shire"
"1296","Foster","3960","South Gippsland Shire"
"1297","Foster North","3960","South Gippsland Shire"
"1298","Fosterville","3557","Greater Bendigo City"
"1299","Foxhow","3323","Corangamite Shire"
"1300","Framlingham","3265","Moyne Shire"
"1301","Framlingham","3265","Moyne Shire"
"1302","Framlingham East","3265","Moyne Shire"
"1303","Franklinford","3461","Hepburn Shire"
"1304","Franklinford","3461","Hepburn Shire"
"1305","Franklinford","3461","Mount Alexander Shire"
"1306","Frankston","3199","Frankston City"
"1307","Frankston","3199","Frankston City"
"1308","Frankston North","3200","Frankston City"
"1309","Frankston South","3199","Frankston City"
"1310","Fraser Rise","3336","Melton City"
"1311","Fraser Rise","3336","Melton City"
"1312","Freeburgh","3741","Alpine Shire"
"1313","French Island","3921","Unincorporated Land (victoria)"
"1314","Frenchmans","3384","Pyrenees Shire"
"1315","Freshwater Creek","3217","Surf Coast Shire"
"1316","Fryerstown","3451","Mount Alexander Shire"
"1317","Fulham","3851","Wellington Shire"
"1318","Fumina","3825","Baw Baw Shire"
"1319","Fumina South","3825","Baw Baw Shire"
"1320","Fyans Creek","3381","Northern Grampians Shire"
"1321","Fyansford","3218","Greater Geelong City"
"1322","Fyansford","3218","Greater Geelong City"
"1323","Gaffneys Creek","3723","Mansfield Shire"
"1324","Gainsborough","3822","Baw Baw Shire"
"1325","Gannawarra","3568","Gannawarra Shire"
"1326","Gapsted","3737","Alpine Shire"
"1327","Gardenvale","3185","Glen Eira City"
"1328","Garfield","3814","Cardinia Shire"
"1329","Garfield","3814","Cardinia Shire"
"1330","Garfield North","3814","Cardinia Shire"
"1331","Garibaldi","3352","Golden Plains Shire"
"1332","Garvoc","3265","Corangamite Shire"
"1333","Garvoc","3265","Moyne Shire"
"1334","Gateway Island","3691","Wodonga City"
"1335","Gatum","3407","Southern Grampians Shire"
"1336","Gazette","3289","Moyne Shire"
"1337","Gazette","3289","Southern Grampians Shire"
"1338","Geelong","3220","Greater Geelong City"
"1339","Geelong West","3218","Greater Geelong City"
"1340","Gelantipy","3885","East Gippsland Shire"
"1341","Gellibrand","3239","Colac Otway Shire"
"1342","Gellibrand Lower","3237","Corangamite Shire"
"1343","Gelliondale","3971","Wellington Shire"
"1344","Gembrook","3783","Cardinia Shire"
"1345","Gembrook","3783","Cardinia Shire"
"1346","Gembrook","3783","Cardinia Shire"
"1347","Genoa","3891","East Gippsland Shire"
"1348","Georges Creek","3700","Towong Shire"
"1349","Gerahmin","3546","Swan Hill Rural City"
"1350","Gerang Gerung","3418","Hindmarsh Shire"
"1351","Gerangamete","3249","Colac Otway Shire"
"1352","Germania","3387","Northern Grampians Shire"
"1353","Germantown","3741","Alpine Shire"
"1354","Gerrigerrup","3289","Moyne Shire"
"1355","Gherang","3240","Surf Coast Shire"
"1356","Gheringhap","3331","Golden Plains Shire"
"1357","Ghin Ghin","3717","Murrindindi Shire"
"1358","Giffard","3851","Wellington Shire"
"1359","Giffard West","3851","Wellington Shire"
"1360","Gil Gil","3480","Buloke Shire"
"1361","Gilderoy","3797","Yarra Ranges Shire"
"1362","Gillieston","3616","Greater Shepparton City"
"1363","Gillieston","3616","Greater Shepparton City"
"1364","Gillieston","3616","Greater Shepparton City"
"1365","Gipsy Point","3891","East Gippsland Shire"
"1366","Girgarre","3624","Campaspe Shire"
"1367","Girgarre East","3616","Greater Shepparton City"
"1368","Gisborne","3437","Macedon Ranges Shire"
"1369","Gisborne South","3437","Macedon Ranges Shire"
"1370","Gladfield","3575","Loddon Shire"
"1371","Gladstone Park","3043","Hume City"
"1372","Gladysdale","3797","Yarra Ranges Shire"
"1373","Glen Alvie","3979","Bass Coast Shire"
"1374","Glen Creek","3691","Alpine Shire"
"1375","Glen Forbes","3990","Bass Coast Shire"
"1376","Glen Huntly","3163","Glen Eira City"
"1377","Glen Iris","3146","Boroondara City"
"1378","Glen Iris","3146","Boroondara City"
"1379","Glen Iris","3146","Boroondara City"
"1380","Glen Iris","3146","Boroondara City"
"1381","Glen Iris","3146","Stonnington City"
"1382","Glen Park","3352","Ballarat City"
"1383","Glen Park","3352","Ballarat City"
"1384","Glen Park","3352","Moorabool Shire"
"1385","Glen Valley","3898","East Gippsland Shire"
"1386","Glen Waverley","3150","Monash City"
"1387","Glen Waverley","3150","Monash City"
"1388","Glen Waverley","3150","Monash City"
"1389","Glen Waverley","3150","Monash City"
"1390","Glenaire","3238","Colac Otway Shire"
"1391","Glenaladale","3864","East Gippsland Shire"
"1392","Glenalbyn","3517","Loddon Shire"
"1393","Glenaroua","3764","Mitchell Shire"
"1394","Glenbrae","3352","Pyrenees Shire"
"1395","Glenburn","3717","Murrindindi Shire"
"1396","Glenburn","3717","Murrindindi Shire"
"1397","Glendaruel","3363","Ballarat City"
"1398","Glendonald","3364","Ballarat City"
"1399","Glenfyne","3266","Corangamite Shire"
"1400","Glengarry","3854","Latrobe City"
"1401","Glengarry","3854","Wellington Shire"
"1402","Glengarry North","3854","Latrobe City"
"1403","Glengarry West","3854","Latrobe City"
"1404","Glengower","3370","Central Goldfields Shire"
"1405","Glengower","3370","Hepburn Shire"
"1406","Glenhope","3444","Mitchell Shire"
"1407","Glenhope East","3522","Mitchell Shire"
"1408","Glenisla","3314","Southern Grampians Shire"
"1409","Glenlee","3418","Hindmarsh Shire"
"1410","Glenlee","3418","Hindmarsh Shire"
"1411","Glenlofty","3469","Pyrenees Shire"
"1412","Glenlogie","3469","Ararat Rural City"
"1413","Glenlogie","3469","Pyrenees Shire"
"1414","Glenloth","3527","Buloke Shire"
"1415","Glenloth East","3527","Buloke Shire"
"1416","Glenluce","3451","Mount Alexander Shire"
"1417","Glenluce","3451","Mount Alexander Shire"
"1418","Glenlyon","3461","Hepburn Shire"
"1419","Glenlyon","3461","Hepburn Shire"
"1420","Glenmaggie","3858","Wellington Shire"
"1421","Glenmore","3340","Moorabool Shire"
"1422","Glenorchy","3385","Northern Grampians Shire"
"1423","Glenorchy","3385","Northern Grampians Shire"
"1424","Glenormiston North","3265","Corangamite Shire"
"1425","Glenormiston North","3265","Moyne Shire"
"1426","Glenormiston South","3265","Corangamite Shire"
"1427","Glenpatrick","3469","Pyrenees Shire"
"1428","Glenrowan","3675","Benalla Rural City"
"1429","Glenrowan","3675","Wangaratta Rural City"
"1430","Glenrowan West","3675","Benalla Rural City"
"1431","Glenroy","3046","Moreland City"
"1432","Glenroy","3046","Moreland City"
"1433","Glenthompson","3293","Ararat Rural City"
"1434","Glenthompson","3293","Southern Grampians Shire"
"1435","Glomar Beach","3851","Wellington Shire"
"1436","Gnarwarre","3221","Surf Coast Shire"
"1437","Gnotuk","3260","Corangamite Shire"
"1438","Gobarup","3559","Campaspe Shire"
"1439","Gobur","3719","Murrindindi Shire"
"1440","Golden Beach","3851","Wellington Shire"
"1441","Golden Gully","3555","Greater Bendigo City"
"1442","Golden Point","3350","Ballarat City"
"1443","Golden Point","3350","Ballarat City"
"1444","Golden Point","3451","Mount Alexander Shire"
"1445","Golden Point","3465","Central Goldfields Shire"
"1446","Golden Square","3555","Greater Bendigo City"
"1447","Golden Square","3555","Greater Bendigo City"
"1448","Goldie","3435","Macedon Ranges Shire"
"1449","Goldsborough","3472","Central Goldfields Shire"
"1450","Goldsborough","3472","Loddon Shire"
"1451","Gong Gong","3352","Ballarat City"
"1452","Gonn Crossing","3579","Gannawarra Shire"
"1453","Goomalibee","3673","Benalla Rural City"
"1454","Goon Nure","3875","East Gippsland Shire"
"1455","Goongerah","3888","East Gippsland Shire"
"1456","Gooram","3666","Strathbogie Shire"
"1457","Gooramadda","3685","Indigo Shire"
"1458","Goorambat","3725","Benalla Rural City"
"1459","Goornong","3557","Greater Bendigo City"
"1460","Gooroc","3477","Northern Grampians Shire"
"1461","Gorae","3305","Glenelg Shire"
"1462","Gorae West","3305","Glenelg Shire"
"1463","Gordon","3345","Moorabool Shire"
"1464","Gordon","3345","Moorabool Shire"
"1465","Gormandale","3873","Wellington Shire"
"1466","Goroke","3412","West Wimmera Shire"
"1467","Goschen","3585","Swan Hill Rural City"
"1468","Goughs Bay","3723","Mansfield Shire"
"1469","Goulburn Weir","3608","Greater Shepparton City"
"1470","Goulburn Weir","3608","Strathbogie Shire"
"1471","Gowanbrae","3043","Moreland City"
"1472","Gowanford","3544","Swan Hill Rural City"
"1473","Gowangardie","3669","Greater Shepparton City"
"1474","Gowar East","3477","Loddon Shire"
"1475","Gowar East","3477","Northern Grampians Shire"
"1476","Gower","3463","Mount Alexander Shire"
"1477","Gower","3463","Mount Alexander Shire"
"1478","Grahamvale","3631","Greater Shepparton City"
"1479","Grand Ridge","3870","Latrobe City"
"1480","Grand Ridge","3870","Wellington Shire"
"1481","Grangefields","3335","Melton City"
"1482","Grangefields","3335","Melton City"
"1483","Granite Rock","3875","East Gippsland Shire"
"1484","Grantville","3984","Bass Coast Shire"
"1485","Granya","3701","Towong Shire"
"1486","Grass Flat","3409","Horsham Rural City"
"1487","Grass Flat","3409","West Wimmera Shire"
"1488","Grassdale","3302","Glenelg Shire"
"1489","Grassmere","3281","Moyne Shire"
"1490","Graytown","3608","Strathbogie Shire"
"1491","Gre Gre","3477","Northern Grampians Shire"
"1492","Gre Gre North","3477","Northern Grampians Shire"
"1493","Gre Gre South","3477","Northern Grampians Shire"
"1494","Gre Gre South","3477","Northern Grampians Shire"
"1495","Great Western","3374","Ararat Rural City"
"1496","Great Western","3374","Northern Grampians Shire"
"1497","Great Western","3374","Northern Grampians Shire"
"1498","Gredgwin","3537","Gannawarra Shire"
"1499","Gredgwin","3537","Loddon Shire"
"1500","Green Gully","3462","Mount Alexander Shire"
"1501","Greendale","3341","Moorabool Shire"
"1502","Greendale","3341","Moorabool Shire"
"1503","Greenhill","3444","Macedon Ranges Shire"
"1504","Greenhill","3444","Mount Alexander Shire"
"1505","Greens Creek","3387","Northern Grampians Shire"
"1506","Greensborough","3088","Banyule City"
"1507","Greensborough","3088","Banyule City"
"1508","Greensborough","3088","Nillumbik Shire"
"1509","Greenvale","3059","Hume City"
"1510","Greenwald","3304","Glenelg Shire"
"1511","Grenville","3352","Golden Plains Shire"
"1512","Grenville","3352","Moorabool Shire"
"1513","Greta","3675","Wangaratta Rural City"
"1514","Greta South","3675","Wangaratta Rural City"
"1515","Greta South","3675","Wangaratta Rural City"
"1516","Greta West","3675","Wangaratta Rural City"
"1517","Grey River","3234","Colac Otway Shire"
"1518","Gringegalgona","3315","Southern Grampians Shire"
"1519","Gritjurk","3315","Southern Grampians Shire"
"1520","Grovedale","3216","Greater Geelong City"
"1521","Gruyere","3770","Yarra Ranges Shire"
"1522","Gruyere","3770","Yarra Ranges Shire"
"1523","Guildford","3451","Hepburn Shire"
"1524","Guildford","3451","Mount Alexander Shire"
"1525","Gunbower","3566","Campaspe Shire"
"1526","Gundowring","3691","Alpine Shire"
"1527","Gundowring","3691","Indigo Shire"
"1528","Guys Forest","3709","Towong Shire"
"1529","Guys Hill","3807","Cardinia Shire"
"1530","Gymbowen","3401","West Wimmera Shire"
"1531","Haddon","3351","Golden Plains Shire"
"1532","Hadfield","3046","Moreland City"
"1533","Hadfield","3046","Moreland City"
"1534","Hallam","3803","Casey City"
"1535","Hallam","3803","Casey City"
"1536","Hallora","3818","Baw Baw Shire"
"1537","Halls Gap","3381","Northern Grampians Shire"
"1538","Hallston","3953","South Gippsland Shire"
"1539","Hamilton","3300","Southern Grampians Shire"
"1540","Hamlyn Heights","3215","Greater Geelong City"
"1541","Hamlyn Heights","3215","Greater Geelong City"
"1542","Hampton","3188","Bayside City"
"1543","Hampton","3188","Bayside City"
"1544","Hampton","3188","Bayside City"
"1545","Hampton","3188","Bayside City"
"1546","Hampton","3188","Bayside City"
"1547","Hampton East","3188","Bayside City"
"1548","Hampton East","3188","Bayside City"
"1549","Hampton Park","3976","Casey City"
"1550","Hansonville","3675","Wangaratta Rural City"
"1551","Hansonville","3675","Wangaratta Rural City"
"1552","Happy Valley","3360","Golden Plains Shire"
"1553","Happy Valley","3549","Swan Hill Rural City"
"1554","Harcourt","3453","Mount Alexander Shire"
"1555","Harcourt North","3453","Greater Bendigo City"
"1556","Harcourt North","3453","Mount Alexander Shire"
"1557","Harkaway","3806","Casey City"
"1558","Harkaway","3806","Casey City"
"1559","Harkness","3337","Melton City"
"1560","Harkness","3337","Melton City"
"1561","Harmers Haven","3995","Bass Coast Shire"
"1562","Harrietville","3741","Alpine Shire"
"1563","Harrow","3317","Southern Grampians Shire"
"1564","Harrow","3317","West Wimmera Shire"
"1565","Harston","3616","Greater Shepparton City"
"1566","Hastings","3915","Mornington Peninsula Shire"
"1567","Hattah","3501","Mildura Rural City"
"1568","Havelock","3465","Central Goldfields Shire"
"1569","Haven","3401","Horsham Rural City"
"1570","Havilah","3737","Alpine Shire"
"1571","Hawkesdale","3287","Moyne Shire"
"1572","Hawkhurst","3862","Wellington Shire"
"1573","Hawthorn","3122","Boroondara City"
"1574","Hawthorn","3122","Boroondara City"
"1575","Hawthorn","3122","Boroondara City"
"1576","Hawthorn","3122","Boroondara City"
"1577","Hawthorn East","3123","Boroondara City"
"1578","Hawthorn East","3123","Boroondara City"
"1579","Hawthorn East","3123","Boroondara City"
"1580","Hawthorn East","3123","Boroondara City"
"1581","Hazel Park","3966","South Gippsland Shire"
"1582","Hazelwood","3840","Latrobe City"
"1583","Hazelwood","3840","Latrobe City"
"1584","Hazelwood North","3840","Latrobe City"
"1585","Hazelwood North","3840","Latrobe City"
"1586","Hazelwood South","3840","Latrobe City"
"1587","Healesville","3777","Yarra Ranges Shire"
"1588","Heath Hill","3981","Baw Baw Shire"
"1589","Heath Hill","3981","Cardinia Shire"
"1590","Heathcote","3523","Greater Bendigo City"
"1591","Heathcote Junction","3758","Mitchell Shire"
"1592","Heathcote South","3523","Mitchell Shire"
"1593","Heatherton","3202","Kingston City"
"1594","Heatherton","3202","Kingston City"
"1595","Heatherton","3202","Kingston City"
"1596","Heathmere","3305","Glenelg Shire"
"1597","Heathmont","3135","Maroondah City"
"1598","Heathmont","3135","Maroondah City"
"1599","Heathmont","3135","Maroondah City"
"1600","Hedley","3967","South Gippsland Shire"
"1601","Hedley","3967","Wellington Shire"
"1602","Heidelberg","3084","Banyule City"
"1603","Heidelberg","3084","Banyule City"
"1604","Heidelberg Heights","3081","Banyule City"
"1605","Heidelberg Heights","3081","Banyule City"
"1606","Heidelberg West","3081","Banyule City"
"1607","Heidelberg West","3081","Banyule City"
"1608","Hensley Park","3301","Southern Grampians Shire"
"1609","Henty","3312","Glenelg Shire"
"1610","Hepburn","3461","Hepburn Shire"
"1611","Hepburn Springs","3461","Hepburn Shire"
"1612","Herne Hill","3218","Greater Geelong City"
"1613","Hernes Oak","3825","Baw Baw Shire"
"1614","Hernes Oak","3825","Latrobe City"
"1615","Hesket","3442","Macedon Ranges Shire"
"1616","Hesse","3321","Golden Plains Shire"
"1617","Hexham","3273","Moyne Shire"
"1618","Heyfield","3858","Wellington Shire"
"1619","Heyfield","3858","Wellington Shire"
"1620","Heyfield","3858","Wellington Shire"
"1621","Heytesbury Lower","3268","Corangamite Shire"
"1622","Heytesbury Lower","3268","Corangamite Shire"
"1623","Heywood","3304","Glenelg Shire"
"1624","Hiamdale","3847","Wellington Shire"
"1625","Hiamdale","3847","Wellington Shire"
"1626","Hiawatha","3971","Wellington Shire"
"1627","High Camp","3764","Mitchell Shire"
"1628","Highett","3190","Bayside City"
"1629","Highett","3190","Kingston City"
"1630","Highlands","3660","Mitchell Shire"
"1631","Highlands","3660","Murrindindi Shire"
"1632","Highton","3216","Greater Geelong City"
"1633","Highton","3216","Greater Geelong City"
"1634","Hilgay","3315","Southern Grampians Shire"
"1635","Hill End","3825","Baw Baw Shire"
"1636","Hillcrest","3351","Pyrenees Shire"
"1637","Hilldene","3660","Mitchell Shire"
"1638","Hillside","3037","Brimbank City"
"1639","Hillside","3037","Melton City"
"1640","Hillside","3037","Melton City"
"1641","Hillside","3875","East Gippsland Shire"
"1642","Hinnomunjie","3898","East Gippsland Shire"
"1643","Hmas Cerberus","3920","Mornington Peninsula Shire"
"1644","Hoddles Creek","3139","Yarra Ranges Shire"
"1645","Hollands Landing","3862","Wellington Shire"
"1646","Homebush","3465","Pyrenees Shire"
"1647","Homerton","3304","Glenelg Shire"
"1648","Homewood","3717","Murrindindi Shire"
"1649","Hopetoun","3396","Yarriambiack Shire"
"1650","Hopetoun Park","3340","Moorabool Shire"
"1651","Hoppers Crossing","3029","Wyndham City"
"1652","Hoppers Crossing","3029","Wyndham City"
"1653","Hoppers Crossing","3029","Wyndham City"
"1654","Hordern Vale","3238","Colac Otway Shire"
"1655","Horfield","3567","Gannawarra Shire"
"1656","Horfield","3567","Gannawarra Shire"
"1657","Horfield","3567","Loddon Shire"
"1658","Horsham","3400","Horsham Rural City"
"1659","Hotham Heights","3741","Alpine Shire"
"1660","Hotham Heights","3741","Unincorporated Land (victoria)"
"1661","Hotspur","3303","Glenelg Shire"
"1662","Hotspur","3303","Glenelg Shire"
"1663","Howes Creek","3723","Mansfield Shire"
"1664","Howqua","3723","Mansfield Shire"
"1665","Howqua Hills","3723","Mansfield Shire"
"1666","Howqua Inlet","3723","Mansfield Shire"
"1667","Hughesdale","3166","Monash City"
"1668","Humevale","3757","Whittlesea City"
"1669","Humevale","3757","Whittlesea City"
"1670","Hunter","3558","Greater Bendigo City"
"1671","Hunterston","3971","Wellington Shire"
"1672","Huntingdale","3166","Monash City"
"1673","Huntly","3551","Greater Bendigo City"
"1674","Huntly North","3551","Greater Bendigo City"
"1675","Huon","3695","Indigo Shire"
"1676","Huon","3695","Towong Shire"
"1677","Huon Creek","3691","Wodonga City"
"1678","Hurstbridge","3099","Nillumbik Shire"
"1679","Icy Creek","3833","Baw Baw Shire"
"1680","Iguana Creek","3875","East Gippsland Shire"
"1681","Illabarook","3351","Golden Plains Shire"
"1682","Illawarra","3381","Northern Grampians Shire"
"1683","Illowa","3282","Moyne Shire"
"1684","Illowa","3282","Warrnambool City"
"1685","Indented Head","3223","Greater Geelong City"
"1686","Indigo Valley","3688","Indigo Shire"
"1687","Inglewood","3517","Loddon Shire"
"1688","Ingliston","3342","Moorabool Shire"
"1689","Inkerman","3472","Loddon Shire"
"1690","Invergordon","3636","Moira Shire"
"1691","Invergordon","3636","Moira Shire"
"1692","Inverleigh","3321","Golden Plains Shire"
"1693","Inverleigh","3321","Surf Coast Shire"
"1694","Inverloch","3996","Bass Coast Shire"
"1695","Inverloch","3996","South Gippsland Shire"
"1696","Invermay","3352","Ballarat City"
"1697","Invermay Park","3350","Ballarat City"
"1698","Iona","3815","Cardinia Shire"
"1699","Iraak","3494","Mildura Rural City"
"1700","Irishtown","3451","Mount Alexander Shire"
"1701","Irishtown","3451","Mount Alexander Shire"
"1702","Ironbark","3550","Greater Bendigo City"
"1703","Irrewarra","3249","Colac Otway Shire"
"1704","Irrewillipe","3249","Colac Otway Shire"
"1705","Irrewillipe East","3249","Colac Otway Shire"
"1706","Irymple","3498","Mildura Rural City"
"1707","Ivanhoe","3079","Banyule City"
"1708","Ivanhoe","3079","Banyule City"
"1709","Ivanhoe East","3079","Banyule City"
"1710","Jacana","3047","Hume City"
"1711","Jack River","3971","Wellington Shire"
"1712","Jackass Flat","3556","Greater Bendigo City"
"1713","Jacob Creek","3825","Baw Baw Shire"
"1714","Jam Jerrup","3984","Bass Coast Shire"
"1715","Jamieson","3723","Mansfield Shire"
"1716","Jan Juc","3228","Surf Coast Shire"
"1717","Jancourt","3266","Corangamite Shire"
"1718","Jancourt East","3266","Colac Otway Shire"
"1719","Jancourt East","3266","Corangamite Shire"
"1720","Jancourt East","3266","Corangamite Shire"
"1721","Jancourt East","3266","Corangamite Shire"
"1722","Jarklin","3517","Loddon Shire"
"1723","Jarrahmond","3888","East Gippsland Shire"
"1724","Jarvis Creek","3700","Towong Shire"
"1725","Jeeralang","3840","Latrobe City"
"1726","Jeeralang","3840","Latrobe City"
"1727","Jeeralang Junction","3840","Latrobe City"
"1728","Jeetho","3945","South Gippsland Shire"
"1729","Jeffcott","3480","Buloke Shire"
"1730","Jeffcott North","3480","Buloke Shire"
"1731","Jeparit","3423","Hindmarsh Shire"
"1732","Jeruk","3527","Buloke Shire"
"1733","Jil Jil","3483","Buloke Shire"
"1734","Jilpanger","3409","Horsham Rural City"
"1735","Jindivick","3818","Baw Baw Shire"
"1736","Joel Joel","3384","Northern Grampians Shire"
"1737","Joel South","3384","Northern Grampians Shire"
"1738","Johanna","3238","Colac Otway Shire"
"1739","Johnsonville","3902","East Gippsland Shire"
"1740","Joyces Creek","3364","Central Goldfields Shire"
"1741","Joyces Creek","3364","Mount Alexander Shire"
"1742","Jumbuk","3869","Latrobe City"
"1743","Jumbunna","3951","South Gippsland Shire"
"1744","Junction Village","3977","Casey City"
"1745","Jung","3401","Horsham Rural City"
"1746","Jung","3401","Yarriambiack Shire"
"1747","Jungaburra","3575","Loddon Shire"
"1748","Junortoun","3551","Greater Bendigo City"
"1749","Kaarimba","3635","Moira Shire"
"1750","Kadnook","3318","West Wimmera Shire"
"1751","Kalimna","3909","East Gippsland Shire"
"1752","Kalimna West","3909","East Gippsland Shire"
"1753","Kalkallo","3064","Hume City"
"1754","Kalkee","3401","Horsham Rural City"
"1755","Kallista","3791","Yarra Ranges Shire"
"1756","Kallista","3791","Yarra Ranges Shire"
"1757","Kalorama","3766","Yarra Ranges Shire"
"1758","Kalorama","3766","Yarra Ranges Shire"
"1759","Kalorama","3766","Yarra Ranges Shire"
"1760","Kalpienung","3529","Buloke Shire"
"1761","Kamarooka","3570","Greater Bendigo City"
"1762","Kamarooka","3570","Loddon Shire"
"1763","Kamarooka North","3571","Loddon Shire"
"1764","Kanagulk","3401","Horsham Rural City"
"1765","Kancoona","3691","Alpine Shire"
"1766","Kangaroo Flat","3555","Greater Bendigo City"
"1767","Kangaroo Flat","3555","Greater Bendigo City"
"1768","Kangaroo Ground","3097","Nillumbik Shire"
"1769","Kangaroo Ground","3097","Nillumbik Shire"
"1770","Kaniva","3419","Hindmarsh Shire"
"1771","Kaniva","3419","West Wimmera Shire"
"1772","Kanumbra","3719","Murrindindi Shire"
"1773","Kanya","3387","Northern Grampians Shire"
"1774","Kanyapella","3564","Campaspe Shire"
"1775","Karabeal","3294","Southern Grampians Shire"
"1776","Kardella","3951","South Gippsland Shire"
"1777","Kardella South","3950","South Gippsland Shire"
"1778","Kariah","3260","Corangamite Shire"
"1779","Kariah","3260","Corangamite Shire"
"1780","Karnak","3401","West Wimmera Shire"
"1781","Karramomus","3631","Greater Shepparton City"
"1782","Karyrie","3483","Buloke Shire"
"1783","Karyrie","3483","Buloke Shire"
"1784","Katamatite","3649","Moira Shire"
"1785","Katamatite East","3649","Moira Shire"
"1786","Katandra","3634","Greater Shepparton City"
"1787","Katandra West","3634","Greater Shepparton City"
"1788","Katunga","3640","Moira Shire"
"1789","Katunga","3640","Moira Shire"
"1790","Kawarren","3249","Colac Otway Shire"
"1791","Kealba","3021","Brimbank City"
"1792","Keely","3568","Gannawarra Shire"
"1793","Keilor","3036","Brimbank City"
"1794","Keilor","3036","Brimbank City"
"1795","Keilor","3036","Hume City"
"1796","Keilor Downs","3038","Brimbank City"
"1797","Keilor East","3033","Brimbank City"
"1798","Keilor East","3033","Moonee Valley City"
"1799","Keilor Lodge","3038","Brimbank City"
"1800","Keilor North","3036","Brimbank City"
"1801","Keilor Park","3042","Brimbank City"
"1802","Kellalac","3393","Yarriambiack Shire"
"1803","Kelvin View","3666","Strathbogie Shire"
"1804","Kenley","3597","Swan Hill Rural City"
"1805","Kenmare","3395","Hindmarsh Shire"
"1806","Kennedys Creek","3239","Corangamite Shire"
"1807","Kennett River","3234","Colac Otway Shire"
"1808","Kennington","3550","Greater Bendigo City"
"1809","Kensington","3031","Melbourne City"
"1810","Kensington","3031","Moonee Valley City"
"1811","Kerang","3579","Gannawarra Shire"
"1812","Kerang","3579","Gannawarra Shire"
"1813","Kerang East","3579","Gannawarra Shire"
"1814","Kergunyah","3691","Indigo Shire"
"1815","Kergunyah South","3691","Alpine Shire"
"1816","Kernot","3979","Bass Coast Shire"
"1817","Kerrie","3434","Macedon Ranges Shire"
"1818","Kerrisdale","3660","Murrindindi Shire"
"1819","Kevington","3723","Mansfield Shire"
"1820","Kew","3101","Boroondara City"
"1821","Kew","3101","Boroondara City"
"1822","Kew","3101","Boroondara City"
"1823","Kew","3101","Boroondara City"
"1824","Kew East","3102","Boroondara City"
"1825","Kew East","3102","Boroondara City"
"1826","Kewell","3390","Horsham Rural City"
"1827","Kewell","3390","Yarriambiack Shire"
"1828","Kewell","3390","Yarriambiack Shire"
"1829","Keysborough","3173","Greater Dandenong City"
"1830","Keysborough","3173","Greater Dandenong City"
"1831","Keysborough","3173","Greater Dandenong City"
"1832","Keysborough","3173","Greater Dandenong City"
"1833","Kialla","3631","Greater Shepparton City"
"1834","Kialla East","3631","Greater Shepparton City"
"1835","Kialla West","3631","Greater Shepparton City"
"1836","Kiata","3418","Hindmarsh Shire"
"1837","Kiewa","3691","Indigo Shire"
"1838","Kilcunda","3995","Bass Coast Shire"
"1839","Killara","3312","Glenelg Shire"
"1840","Killara","3691","Wodonga City"
"1841","Killarney","3283","Moyne Shire"
"1842","Killawarra","3678","Wangaratta Rural City"
"1843","Killingworth","3717","Murrindindi Shire"
"1844","Kilmany","3851","Wellington Shire"
"1845","Kilmore","3764","Mitchell Shire"
"1846","Kilmore East","3764","Mitchell Shire"
"1847","Kilsyth","3137","Maroondah City"
"1848","Kilsyth","3137","Maroondah City"
"1849","Kilsyth","3137","Yarra Ranges Shire"
"1850","Kilsyth","3137","Yarra Ranges Shire"
"1851","Kilsyth","3137","Yarra Ranges Shire"
"1852","Kilsyth South","3137","Maroondah City"
